id,user_id,amount,transaction_date
4566,166,8.37,14/09/2024
4567,464,293.66,25/03/2024
4568,7509,364.34,08/07/2024
4569,1070,401.02,02/02/2024
4570,4982,417.34,17/02/2024
4571,8315,434.85,01/04/2024
4572,4050,249.28,18/08/2024
4573,7982,210.86,01/08/2024
4574,8089,198.29,19/02/2024
4575,7901,423.07,02/07/2024
4576,5879,319.88,17/06/2024
4577,6868,11.46,24/03/2024
4578,2365,60.65,23/05/2024
4579,2116,390.38,28/02/2024
4580,2607,144.78,08/08/2024
4581,6641,417.85,18/07/2024
4582,3296,237.59,31/08/2024
4583,5420,274.75,30/05/2024
4584,8033,265.16,20/03/2024
4585,4889,422.25,31/01/2024
4586,2000,492.28,14/06/2024
4587,3969,187.71,22/08/2024
4588,724,369.12,30/04/2024
4589,1899,12.98,14/08/2024
4590,7477,105.14,08/08/2024
4591,1480,317.1,07/02/2024
4592,4132,253.15,11/01/2024
4593,3357,248.19,20/05/2024
4594,1925,410.86,13/09/2024
4595,9931,190.61,27/05/2024
4596,9162,211.25,05/08/2024
4597,4889,352.01,24/01/2024
4598,6832,318.3,05/07/2024
4599,2576,237.14,07/02/2024
4600,717,97.64,15/07/2024
4601,3404,95.83,10/07/2024
4602,8034,186.84,03/03/2024
4603,9880,329.16,18/09/2024
4604,2256,492.88,12/02/2024
4605,9596,388.95,19/07/2024
4606,6567,280.03,03/07/2024
4607,922,152.4,02/06/2024
4608,2157,10.73,02/04/2024
4609,4218,113.32,04/08/2024
4610,7969,390.45,10/02/2024
4611,5820,422.32,28/06/2024
4612,7413,420.88,11/04/2024
4613,3011,402.71,13/02/2024
4614,6780,135.24,01/05/2024
4615,502,108.71,26/05/2024
4616,5306,261.58,07/09/2024
4617,8826,188.6,18/07/2024
4618,4290,133.66,28/08/2024
4619,460,219.82,15/09/2024
4620,4576,315.43,16/01/2024
4621,9910,51.02,25/05/2024
4622,273,303.11,17/05/2024
4623,4146,413.46,30/08/2024
4624,3461,287.25,09/06/2024
4625,4196,35.13,15/09/2024
4626,8430,84.18,13/04/2024
4627,2560,181.86,07/09/2024
4628,6746,385.07,15/06/2024
4629,6206,406.43,18/08/2024
4630,3809,447.31,23/05/2024
4631,8652,37.41,14/03/2024
4632,3981,346.27,12/04/2024
4633,7466,219.41,17/06/2024
4634,813,50.82,28/04/2024
4635,8750,282.47,25/01/2024
4636,8613,479.3,19/09/2024
4637,6001,464.93,15/02/2024
4638,6621,476.15,05/09/2024
4639,9325,348.61,11/01/2024
4640,7878,294.73,12/01/2024
4641,1563,496.01,22/02/2024
4642,4166,101.09,27/06/2024
4643,6144,121.72,08/03/2024
4644,2331,353.38,08/03/2024
4645,3852,8.56,11/03/2024
4646,4526,144.25,12/08/2024
4647,5072,274.52,26/06/2024
4648,6765,387.44,09/08/2024
4649,5277,394.27,12/07/2024
4650,6142,133.67,20/05/2024
4651,9572,499.56,03/01/2024
4652,7890,39.76,25/02/2024
4653,2607,326.27,21/06/2024
4654,3278,213.24,23/01/2024
4655,766,160.3,10/09/2024
4656,6186,152.31,23/03/2024
4657,2384,54.05,15/05/2024
4658,2594,499.16,13/06/2024
4659,5069,258.66,19/08/2024
4660,784,303.06,26/03/2024
4661,9972,440.36,17/02/2024
4662,5380,227.01,07/07/2024
4663,5941,461.27,21/02/2024
4664,3494,416.93,03/08/2024
4665,3800,92.24,22/03/2024
4666,1826,117.83,31/01/2024
4667,7416,44.87,22/09/2024
4668,8753,410.09,02/02/2024
4669,704,73.05,10/04/2024
4670,9847,57.88,09/01/2024
4671,7892,56.37,08/05/2024
4672,8511,255.17,18/05/2024
4673,6769,263.04,07/01/2024
4674,646,228.89,09/08/2024
4675,2331,278.42,15/04/2024
4676,774,255.13,12/01/2024
4677,585,36.78,12/09/2024
4678,1069,354.48,10/02/2024
4679,5476,324,27/07/2024
4680,8532,286.91,02/09/2024
4681,9391,77.6,16/08/2024
4682,4680,79.95,11/03/2024
4683,7102,60.58,25/02/2024
4684,2674,379.84,23/08/2024
4685,3629,34.8,09/08/2024
4686,7555,261.08,09/08/2024
4687,2710,280.07,28/06/2024
4688,6622,109.24,05/05/2024
4689,2939,82.67,02/08/2024
4690,6078,175.55,20/04/2024
4691,9406,213.48,11/04/2024
4692,9380,471.44,10/08/2024
4693,7734,20.46,01/05/2024
4694,9687,371.62,06/07/2024
4695,5651,24.71,29/03/2024
4696,1519,278.36,01/08/2024
4697,9918,467.07,25/01/2024
4698,4859,397.87,26/06/2024
4699,1879,416.66,03/03/2024
4700,5341,482.2,16/08/2024
4701,8598,127.39,04/04/2024
4702,9177,200.67,29/05/2024
4703,2191,153.98,01/04/2024
4704,6942,120.61,28/04/2024
4705,6399,26.98,12/02/2024
4706,7114,132.99,08/07/2024
4707,3333,54.03,12/04/2024
4708,1834,433.65,12/06/2024
4709,2746,477.83,01/05/2024
4710,6877,328.51,19/01/2024
4711,4913,388.62,22/07/2024
4712,5407,158.32,07/01/2024
4713,9772,45.93,13/08/2024
4714,2215,279.25,19/05/2024
4715,4562,14.94,18/02/2024
4716,471,16.2,19/05/2024
4717,981,15.82,16/06/2024
4718,3510,217.23,23/07/2024
4719,276,499.02,28/02/2024
4720,6276,336.99,03/02/2024
4721,8270,305.51,25/02/2024
4722,2153,315.46,09/08/2024
4723,4265,405.67,18/09/2024
4724,943,177.52,24/06/2024
4725,6663,202.91,20/06/2024
4726,704,256.68,09/07/2024
4727,8447,230.5,05/05/2024
4728,1385,329.71,03/09/2024
4729,9582,426.73,13/04/2024
4730,4104,479.19,12/06/2024
4731,2858,165.35,01/04/2024
4732,3090,418.42,07/06/2024
4733,451,141.99,24/06/2024
4734,6823,410.45,13/08/2024
4735,7731,374.72,05/08/2024
4736,2422,115.2,30/01/2024
4737,7923,400.1,07/06/2024
4738,75,127.37,10/09/2024
4739,26,491.4,17/09/2024
4740,3206,80.68,28/02/2024
4741,2702,91.26,03/05/2024
4742,5342,175.86,12/08/2024
4743,2270,116.32,20/09/2024
4744,4607,11.07,26/06/2024
4745,5029,207.62,30/06/2024
4746,2785,239.59,27/08/2024
4747,236,476.93,30/01/2024
4748,7896,224.86,01/01/2024
4749,7909,122.69,17/01/2024
4750,6083,120.11,22/07/2024
4751,7998,458.88,04/08/2024
4752,587,251.44,21/02/2024
4753,1134,438.85,16/03/2024
4754,2644,474.62,23/02/2024
4755,6337,122.85,15/05/2024
4756,6798,269.31,03/02/2024
4757,8350,353.61,16/06/2024
4758,5565,480.27,02/04/2024
4759,6598,212.45,02/05/2024
4760,8396,238.67,05/04/2024
4761,3775,471.82,14/05/2024
4762,4392,15.49,31/01/2024
4763,4782,165.91,25/02/2024
4764,7113,30.93,28/08/2024
4765,2508,105.71,26/01/2024
4766,7915,93.79,19/09/2024
4767,3590,143.83,23/07/2024
4768,9597,73.48,26/03/2024
4769,7264,80.43,11/08/2024
4770,2416,7.42,22/08/2024
4771,2282,456.26,08/01/2024
4772,4019,60.79,26/03/2024
4773,2744,411.52,10/06/2024
4774,9350,100.44,06/04/2024
4775,7063,397.09,09/03/2024
4776,5568,40.72,12/07/2024
4777,6989,455.94,27/07/2024
4778,1351,153.94,28/03/2024
4779,9552,50.09,07/01/2024
4780,9511,232.83,12/04/2024
4781,2772,123.52,28/02/2024
4782,2607,273.84,18/02/2024
4783,7214,345.95,24/02/2024
4784,9077,240.18,03/03/2024
4785,938,498.41,18/06/2024
4786,2180,432,20/03/2024
4787,1176,143.59,04/08/2024
4788,7485,395.5,21/05/2024
4789,904,12.91,20/01/2024
4790,1869,59.66,21/06/2024
4791,1438,53.15,12/07/2024
4792,5958,22.5,25/07/2024
4793,8107,289.74,26/02/2024
4794,9695,428.41,25/05/2024
4795,9269,270.43,10/06/2024
4796,1324,240.54,22/05/2024
4797,647,210.57,21/05/2024
4798,4738,249.31,04/06/2024
4799,1220,462.93,26/07/2024
4800,7579,85.67,31/03/2024
4801,2008,438.76,05/09/2024
4802,1332,449.65,05/04/2024
4803,9722,257.12,29/05/2024
4804,229,297.51,20/01/2024
4805,8358,144.1,23/03/2024
4806,2028,56.09,08/01/2024
4807,9814,33.15,20/06/2024
4808,2213,371.35,26/08/2024
4809,916,203.45,01/04/2024
4810,501,249.51,04/03/2024
4811,2898,481.83,08/02/2024
4812,5314,245.51,22/08/2024
4813,8525,386.65,30/08/2024
4814,9046,350.52,08/01/2024
4815,2927,396.1,19/02/2024
4816,8614,267.29,15/05/2024
4817,3218,211.01,14/09/2024
4818,229,68.42,14/04/2024
4819,8126,116.62,24/05/2024
4820,2108,397.14,28/02/2024
4821,3960,211.01,13/04/2024
4822,5363,32.04,13/01/2024
4823,8498,68.66,02/04/2024
4824,3904,57.73,13/01/2024
4825,8276,32.33,28/03/2024
4826,6119,135.97,02/05/2024
4827,7779,413.45,17/06/2024
4828,1356,401.97,27/04/2024
4829,8555,52.68,14/06/2024
4830,1241,86.07,13/07/2024
4831,520,136.47,06/04/2024
4832,8614,434.87,19/09/2024
4833,2979,374.19,31/07/2024
4834,6324,428.64,14/01/2024
4835,1226,161.75,19/04/2024
4836,2123,124.58,18/01/2024
4837,6187,137.28,07/02/2024
4838,7857,419.3,09/03/2024
4839,2866,47.42,03/07/2024
4840,5290,277.68,12/05/2024
4841,2065,188.22,22/04/2024
4842,1852,316.12,08/04/2024
4843,6328,418.63,29/07/2024
4844,6223,47.7,08/04/2024
4845,1334,115.23,21/09/2024
4846,3770,355.69,13/09/2024
4847,5081,310.14,28/05/2024
4848,103,22.83,22/02/2024
4849,8208,490.31,13/02/2024
4850,2548,477.43,27/03/2024
4851,8082,294.9,26/06/2024
4852,1151,285.6,11/09/2024
4853,7005,429.46,30/04/2024
4854,6674,274.5,11/02/2024
4855,304,224.38,26/07/2024
4856,1953,256.33,03/01/2024
4857,6584,262.56,21/03/2024
4858,4182,475.43,19/01/2024
4859,9949,407.21,10/01/2024
4860,3521,290.2,20/07/2024
4861,9352,151.6,09/05/2024
4862,9101,365.84,20/06/2024
4863,6202,172.11,04/08/2024
4864,5366,342.71,26/07/2024
4865,9888,122.02,06/01/2024
4866,7315,132.72,11/01/2024
4867,4849,337.65,27/02/2024
4868,5520,121.57,18/06/2024
4869,307,331.51,19/03/2024
4870,4224,337.73,05/01/2024
4871,486,149.98,01/03/2024
4872,4288,181.86,28/05/2024
4873,6810,359.97,10/06/2024
4874,5117,46.9,05/05/2024
4875,2284,251.45,23/02/2024
4876,9135,255.6,26/05/2024
4877,2422,275.18,20/08/2024
4878,1967,231.77,24/08/2024
4879,528,105.39,31/03/2024
4880,3225,215.07,11/07/2024
4881,5554,179.56,01/01/2024
4882,8255,332.71,06/03/2024
4883,6084,29.57,18/05/2024
4884,6613,217.98,14/09/2024
4885,5280,95.89,13/03/2024
4886,8549,187.45,24/06/2024
4887,2975,136.72,24/03/2024
4888,9596,381.18,01/08/2024
4889,5885,71.95,18/07/2024
4890,3747,315.37,11/04/2024
4891,2650,361.29,22/03/2024
4892,1264,219.43,20/07/2024
4893,9166,361.71,15/04/2024
4894,5364,339.17,30/05/2024
4895,1412,71.73,03/05/2024
4896,2090,485.09,06/08/2024
4897,4160,306.5,07/04/2024
4898,6592,139.5,28/04/2024
4899,1305,447.44,14/03/2024
4900,496,274.68,05/01/2024
4901,6939,219.73,23/06/2024
4902,2229,426.56,14/02/2024
4903,7509,91.03,06/08/2024
4904,5361,208.39,25/03/2024
4905,4129,463.07,14/02/2024
4906,8109,440.92,20/06/2024
4907,4163,349.15,04/03/2024
4908,2382,128.33,27/08/2024
4909,4956,45.67,22/07/2024
4910,3772,102.9,16/07/2024
4911,5189,239.4,22/07/2024
4912,2822,93.91,09/09/2024
4913,4361,133.72,17/08/2024
4914,3281,16.1,08/09/2024
4915,4328,274.14,14/04/2024
4916,4640,258.32,16/04/2024
4917,9805,266.07,01/02/2024
4918,2562,381.04,31/01/2024
4919,5432,365.83,08/09/2024
4920,2041,496.62,22/06/2024
4921,835,323.97,19/02/2024
4922,185,366.22,02/06/2024
4923,7920,166.59,06/04/2024
4924,7094,439.22,25/04/2024
4925,7769,141.69,30/05/2024
4926,8863,463.13,16/03/2024
4927,8954,25.94,17/08/2024
4928,2482,329.15,03/01/2024
4929,1697,237.69,27/03/2024
4930,8945,312.03,27/06/2024
4931,4307,204.89,01/06/2024
4932,2535,345.26,21/04/2024
4933,6721,26.33,16/01/2024
4934,9026,412.05,21/04/2024
4935,7821,28.92,25/04/2024
4936,8079,88.18,24/06/2024
4937,6672,348.62,06/02/2024
4938,9607,26.19,09/04/2024
4939,3250,380.02,21/01/2024
4940,965,362.23,01/05/2024
4941,2488,227.19,23/01/2024
4942,9131,302.5,24/01/2024
4943,4690,472.88,13/06/2024
4944,5638,126.62,17/01/2024
4945,5955,468.21,12/09/2024
4946,496,233.44,26/01/2024
4947,8956,431.19,15/01/2024
4948,9853,339.36,05/06/2024
4949,7220,243.54,21/03/2024
4950,4615,70.54,22/09/2024
4951,3908,341.44,29/08/2024
4952,5346,42.68,28/01/2024
4953,9740,415.56,24/07/2024
4954,7221,498.13,04/04/2024
4955,88,300.15,07/06/2024
4956,1972,354.53,13/03/2024
4957,3973,126.32,03/07/2024
4958,878,374.63,30/05/2024
4959,5309,445.72,10/06/2024
4960,7621,62.36,06/09/2024
4961,2498,16.35,12/07/2024
4962,9948,143.2,16/07/2024
4963,1925,158.53,01/09/2024
4964,7022,411.08,07/01/2024
4965,1929,149.62,16/04/2024
4966,6061,49.29,12/08/2024
4967,4923,343.69,15/01/2024
4968,4668,188.85,03/08/2024
4969,599,441.86,11/02/2024
4970,9078,260.12,12/03/2024
4971,119,403.77,03/02/2024
4972,7576,104.11,02/01/2024
4973,4119,102.01,06/08/2024
4974,8519,251.64,25/05/2024
4975,6342,268.88,03/07/2024
4976,3512,307.61,25/04/2024
4977,7880,489.64,09/03/2024
4978,7511,130.9,22/04/2024
4979,2020,345.12,16/07/2024
4980,9370,212.62,19/03/2024
4981,5105,358.31,27/03/2024
4982,7010,281.66,24/06/2024
4983,9379,459.43,09/07/2024
4984,8689,33.81,09/01/2024
4985,791,141.59,01/06/2024
4986,7854,58.71,20/09/2024
4987,2261,182.03,24/01/2024
4988,3864,495.86,21/03/2024
4989,4525,146.94,21/01/2024
4990,8692,181.13,14/04/2024
4991,7548,302.99,17/07/2024
4992,7937,133.05,23/01/2024
4993,8359,256.07,14/08/2024
4994,4551,197.39,15/03/2024
4995,5781,40.52,28/01/2024
4996,5568,353.68,07/09/2024
4997,6148,466.19,03/02/2024
4998,9280,158.21,29/04/2024
4999,3689,302.07,27/03/2024
5000,9024,437.35,12/06/2024
5001,2877,361.94,15/08/2024
5002,9755,450.1,17/08/2024
5003,9599,438.45,07/02/2024
5004,1624,369.63,24/02/2024
5005,3227,434.62,15/04/2024
5006,3573,240.36,13/09/2024
5007,592,244.4,12/08/2024
5008,4995,196.66,13/01/2024
5009,9760,318.77,19/08/2024
5010,812,467.2,13/08/2024
5011,5612,316.12,03/08/2024
5012,8754,321.59,27/02/2024
5013,3225,45.42,03/06/2024
5014,1543,427.1,08/08/2024
5015,712,111.2,14/05/2024
5016,9741,421.15,15/05/2024
5017,5936,490.76,12/07/2024
5018,374,112.5,13/05/2024
5019,9622,474.09,05/09/2024
5020,8703,200.39,30/06/2024
5021,9215,337.75,06/09/2024
5022,954,111.28,05/09/2024
5023,7912,284.27,04/01/2024
5024,3546,349.39,14/09/2024
5025,7614,31.99,24/07/2024
5026,2241,494.58,01/03/2024
5027,8811,296.39,22/08/2024
5028,2678,453.02,29/04/2024
5029,1816,388.75,17/09/2024
5030,1404,443.72,16/05/2024
5031,1322,367.16,23/02/2024
5032,3173,300.05,13/02/2024
5033,9954,174.11,05/01/2024
5034,4534,118.91,03/08/2024
5035,3581,90.79,02/06/2024
5036,4785,90.07,01/05/2024
5037,9659,317.4,16/08/2024
5038,5860,288.21,12/01/2024
5039,4912,264.24,17/04/2024
5040,7931,69.89,29/07/2024
5041,1598,143.32,22/01/2024
5042,7692,320.61,01/08/2024
5043,1427,195.35,10/09/2024
5044,3465,46.16,22/06/2024
5045,7555,447.74,03/01/2024
5046,7531,321.33,14/04/2024
5047,4310,344.67,02/06/2024
5048,4659,457.34,29/07/2024
5049,4890,459.31,25/08/2024
5050,3384,174.14,17/03/2024
5051,852,281.28,16/01/2024
5052,8953,445.21,21/08/2024
5053,2624,142.94,07/04/2024
5054,2139,69.31,19/07/2024
5055,7332,176.93,02/01/2024
5056,4830,302.45,15/09/2024
5057,8459,395.3,18/09/2024
5058,8171,36.02,01/06/2024
5059,1661,322.64,23/07/2024
5060,7343,349.16,20/04/2024
5061,3230,339.29,08/06/2024
5062,1906,121.3,13/04/2024
5063,6935,327.8,03/03/2024
5064,2430,417.81,19/07/2024
5065,314,366.59,05/08/2024
5066,1756,415.37,29/02/2024
5067,8969,222.02,24/05/2024
5068,9009,257.6,07/06/2024
5069,2203,223.85,30/01/2024
5070,3423,200.65,16/05/2024
5071,5139,285.07,30/05/2024
5072,3711,195.48,01/01/2024
5073,9888,392.83,03/05/2024
5074,3355,433.18,22/08/2024
5075,8068,31.62,20/05/2024
5076,4103,377.47,13/04/2024
5077,9451,263.68,14/02/2024
5078,4192,398.92,04/08/2024
5079,20,278.09,16/01/2024
5080,8753,484.1,15/08/2024
5081,5281,265.99,26/08/2024
5082,1254,118.5,08/05/2024
5083,7717,92.11,14/06/2024
5084,9976,387.59,31/01/2024
5085,3413,110.53,04/07/2024
5086,7429,408.06,30/06/2024
5087,5309,179.91,10/08/2024
5088,4332,272.01,24/01/2024
5089,5381,174.42,16/02/2024
5090,1947,50.39,10/04/2024
5091,6613,379.71,11/08/2024
5092,2304,489.04,31/08/2024
5093,2460,33.57,19/06/2024
5094,9582,479.76,25/03/2024
5095,3665,245.14,22/04/2024
5096,6270,214.57,07/09/2024
5097,3777,339.95,29/05/2024
5098,6655,301.85,23/03/2024
5099,6642,253.05,08/06/2024
5100,3653,89.81,23/07/2024
5101,21,129.76,19/05/2024
5102,5713,51.66,29/07/2024
5103,7392,111.95,16/09/2024
5104,3182,408.07,07/02/2024
5105,2948,234.49,05/02/2024
5106,1346,377.86,21/09/2024
5107,1841,436,22/03/2024
5108,5721,285.75,28/03/2024
5109,8562,350.26,22/03/2024
5110,2330,158.37,21/01/2024
5111,7953,237.12,10/02/2024
5112,7181,222.29,26/02/2024
5113,3453,167.97,09/04/2024
5114,9240,467.11,08/05/2024
5115,6827,290.33,04/02/2024
5116,5048,267.41,20/06/2024
5117,1942,401.79,22/05/2024
5118,4969,207.34,08/01/2024
5119,4189,459.4,06/07/2024
5120,753,344.99,29/04/2024
5121,6934,338.48,16/09/2024
5122,9346,129.9,31/07/2024
5123,1907,378.85,15/01/2024
5124,3211,285.82,27/06/2024
5125,1627,307.41,15/07/2024
5126,2342,111.26,31/03/2024
5127,4786,287.72,06/03/2024
5128,3210,353.15,20/06/2024
5129,2304,206.13,11/09/2024
5130,2981,403.02,25/04/2024
5131,9800,304.67,29/08/2024
5132,4326,438.22,23/06/2024
5133,3963,495.58,07/07/2024
5134,9150,349.83,10/05/2024
5135,1731,431.53,13/04/2024
5136,879,202.74,19/08/2024
5137,4972,147.86,06/09/2024
5138,1911,37.62,13/05/2024
5139,2014,347.41,28/01/2024
5140,4196,240.32,22/09/2024
5141,3246,260.58,23/01/2024
5142,966,90.06,29/05/2024
5143,1764,215.61,24/03/2024
5144,1800,454.06,10/02/2024
5145,4832,226.52,30/04/2024
5146,2665,370.53,24/06/2024
5147,4160,461.27,22/05/2024
5148,8490,18.01,06/01/2024
5149,5213,73.97,11/03/2024
5150,100,168.6,20/06/2024
5151,9612,368.89,14/08/2024
5152,9756,415.83,15/08/2024
5153,4492,233.61,28/06/2024
5154,5257,49.56,12/01/2024
5155,7750,445.56,11/07/2024
5156,5629,455.24,22/03/2024
5157,2416,289.81,15/04/2024
5158,2121,250.95,24/02/2024
5159,6528,114.23,08/08/2024
5160,6527,38.33,23/03/2024
5161,8534,176.23,17/03/2024
5162,762,146.81,07/03/2024
5163,1677,231.1,22/08/2024
5164,337,76.85,16/06/2024
5165,5382,376.08,31/01/2024
5166,2732,194.19,22/03/2024
5167,2219,319.91,22/05/2024
5168,5153,404.3,30/08/2024
5169,5102,75.92,10/08/2024
5170,2023,440.65,28/02/2024
5171,2120,442.41,10/08/2024
5172,8705,373.97,13/07/2024
5173,8347,445.81,21/06/2024
5174,8044,420.97,09/04/2024
5175,543,53.51,17/06/2024
5176,9997,145.01,06/07/2024
5177,8013,109.38,07/04/2024
5178,9297,69.68,03/04/2024
5179,9758,177.31,25/08/2024
5180,1315,28.8,14/04/2024
5181,2129,324.63,21/01/2024
5182,8353,30.9,12/08/2024
5183,7554,155.08,11/02/2024
5184,2668,227.73,21/04/2024
5185,762,296.18,16/06/2024
5186,5169,405.68,03/04/2024
5187,8001,259.79,07/09/2024
5188,1089,332.83,13/02/2024
5189,9076,68.73,09/01/2024
5190,6399,231.45,02/03/2024
5191,87,21.77,27/04/2024
5192,5620,82.7,30/08/2024
5193,6466,70.76,06/09/2024
5194,1777,193.68,23/03/2024
5195,4493,198.79,01/07/2024
5196,3156,258.5,30/06/2024
5197,6928,362.92,02/09/2024
5198,1450,91.43,24/07/2024
5199,4579,135.2,17/01/2024
5200,4251,305.17,10/06/2024
5201,9303,232.83,26/08/2024
5202,1232,389.85,16/07/2024
5203,2082,446.57,20/07/2024
5204,8118,334.31,16/07/2024
5205,6368,344.5,03/09/2024
5206,1148,293.29,13/06/2024
5207,3585,406.36,23/02/2024
5208,8127,356.18,04/06/2024
5209,6759,24.66,01/04/2024
5210,941,217.56,29/01/2024
5211,4000,355.52,10/07/2024
5212,4038,288.57,07/05/2024
5213,812,62.49,15/03/2024
5214,5432,338.76,29/08/2024
5215,2021,253.73,28/08/2024
5216,5856,108.73,28/07/2024
5217,3432,244.96,28/08/2024
5218,7830,243.21,29/07/2024
5219,1672,261.53,05/03/2024
5220,4495,235.2,12/05/2024
5221,6278,289.77,25/07/2024
5222,2922,479.05,29/01/2024
5223,9131,286.63,25/07/2024
5224,7523,272.02,09/04/2024
5225,948,389.63,22/08/2024
5226,5657,319.71,10/03/2024
5227,3497,374.16,05/02/2024
5228,719,234.69,27/06/2024
5229,8576,137.84,22/01/2024
5230,666,178.19,12/09/2024
5231,3430,170.13,13/04/2024
5232,3120,313.05,24/05/2024
5233,6664,368.89,20/02/2024
5234,4296,134.5,08/09/2024
5235,3903,178.31,21/06/2024
5236,2278,224.34,25/01/2024
5237,1060,146.19,07/05/2024
5238,340,143.9,29/08/2024
5239,6711,229.48,19/08/2024
5240,8843,151.67,31/05/2024
5241,4949,132.77,31/05/2024
5242,7093,346.95,08/06/2024
5243,687,80.05,13/01/2024
5244,4942,296.5,13/03/2024
5245,8468,119.6,15/03/2024
5246,9227,272.56,20/04/2024
5247,2570,300.3,16/01/2024
5248,8646,43.31,23/05/2024
5249,2637,57.36,05/03/2024
5250,367,461.95,01/06/2024
5251,1370,33.4,13/08/2024
5252,9764,98.11,30/08/2024
5253,7889,290.2,09/06/2024
5254,1222,292.79,26/08/2024
5255,482,394.11,07/08/2024
5256,8880,60.03,22/01/2024
5257,9655,400.09,21/02/2024
5258,9455,10.76,10/07/2024
5259,4845,27.1,22/01/2024
5260,5981,327.28,25/08/2024
5261,9341,141.09,18/04/2024
5262,9905,280.13,02/08/2024
5263,433,198.61,07/09/2024
5264,6071,37.43,19/03/2024
5265,2663,319.55,14/08/2024
5266,4309,361.23,07/08/2024
5267,291,344.43,06/09/2024
5268,6780,274.44,25/04/2024
5269,5614,400.29,10/02/2024
5270,6562,167.37,11/08/2024
5271,5260,473.44,02/09/2024
5272,497,256.33,04/04/2024
5273,805,19.43,20/07/2024
5274,6902,383.29,15/04/2024
5275,296,211.78,13/06/2024
5276,8742,278.85,17/09/2024
5277,1883,489.74,18/08/2024
5278,4947,252.97,19/03/2024
5279,8011,220.25,27/04/2024
5280,4908,493.31,22/09/2024
5281,1851,467.4,03/03/2024
5282,6511,256.53,11/07/2024
5283,9848,172.56,22/05/2024
5284,2180,462.13,25/01/2024
5285,7928,305.05,01/06/2024
5286,6791,478.44,12/04/2024
5287,6998,67.11,01/02/2024
5288,337,373,03/05/2024
5289,3951,381.12,28/02/2024
5290,4932,69.98,01/03/2024
5291,2929,36.08,19/08/2024
5292,6829,425.21,15/01/2024
5293,2973,23.72,12/05/2024
5294,9432,313.2,12/02/2024
5295,2724,411.82,14/02/2024
5296,6429,339.41,29/08/2024
5297,1111,214.43,18/09/2024
5298,9520,208.77,23/07/2024
5299,4972,116.91,17/03/2024
5300,5855,209.45,16/04/2024
5301,1188,47.52,11/09/2024
5302,741,378.75,24/01/2024
5303,7890,11.88,27/03/2024
5304,5929,473.09,05/08/2024
5305,2532,153.5,07/05/2024
5306,4977,487.91,07/09/2024
5307,8221,20.93,15/05/2024
5308,2818,217.27,02/08/2024
5309,8349,430.81,25/04/2024
5310,7082,197.52,04/09/2024
5311,9665,48.33,06/02/2024
5312,2183,493.91,26/01/2024
5313,5276,184.83,16/09/2024
5314,9472,493.97,31/03/2024
5315,8860,499.32,10/03/2024
5316,2054,332.78,27/05/2024
5317,2800,487.11,07/07/2024
5318,2912,224.96,18/04/2024
5319,8038,42.24,16/05/2024
5320,9592,475.91,08/01/2024
5321,3968,20.9,27/07/2024
5322,8396,433.72,23/08/2024
5323,841,17.66,16/03/2024
5324,6436,193.95,16/04/2024
5325,596,123.4,27/08/2024
5326,4166,449.1,27/07/2024
5327,6161,232.15,10/07/2024
5328,3546,142.55,16/05/2024
5329,6019,208.14,03/03/2024
5330,6342,46.87,27/05/2024
5331,5276,393.5,12/08/2024
5332,1215,314.57,10/01/2024
5333,4121,398.7,16/04/2024
5334,895,239.29,15/04/2024
5335,3207,388.94,06/09/2024
5336,9480,113.41,25/06/2024
5337,2886,180.92,23/07/2024
5338,1176,464,18/02/2024
5339,5044,111.17,04/08/2024
5340,6456,105.9,08/05/2024
5341,316,158.77,09/03/2024
5342,1039,305.42,30/03/2024
5343,4445,412.08,22/09/2024
5344,5149,134.14,23/06/2024
5345,1001,46.38,27/01/2024
5346,1456,5.93,22/06/2024
5347,6199,368.44,19/07/2024
5348,2733,161.28,15/06/2024
5349,7823,378.31,18/09/2024
5350,8304,315.19,28/04/2024
5351,9753,477.08,08/03/2024
5352,749,172.69,25/02/2024
5353,6707,169.4,14/09/2024
5354,8780,63.35,15/04/2024
5355,6389,186.41,28/07/2024
5356,8131,238.75,08/06/2024
5357,3504,449.56,04/01/2024
5358,282,419.02,21/08/2024
5359,6490,154.46,29/04/2024
5360,4311,437.6,11/09/2024
5361,6747,48.29,21/05/2024
5362,6389,237.62,25/03/2024
5363,4336,349.9,23/01/2024
5364,73,191.71,12/01/2024
5365,4420,417.52,26/01/2024
5366,6298,244.28,03/03/2024
5367,2846,487.57,18/03/2024
5368,9372,320.65,04/06/2024
5369,2256,419.2,23/03/2024
5370,6722,369.18,22/01/2024
5371,3062,240.77,09/03/2024
5372,2893,357.45,23/06/2024
5373,33,285.88,24/07/2024
5374,6433,130.42,13/02/2024
5375,5652,440.59,15/02/2024
5376,4209,234.31,09/05/2024
5377,2432,450.76,29/07/2024
5378,800,240.97,05/07/2024
5379,7833,266.46,28/08/2024
5380,9901,121.44,29/04/2024
5381,1008,489.44,05/09/2024
5382,4340,180.91,09/04/2024
5383,9121,46.76,23/03/2024
5384,4759,320.13,19/02/2024
5385,1358,296.11,06/09/2024
5386,4755,106.3,29/01/2024
5387,619,158.57,29/04/2024
5388,4865,132.23,06/03/2024
5389,565,75.09,10/06/2024
5390,5484,282.69,23/08/2024
5391,5181,15.32,31/01/2024
5392,5003,140.36,04/06/2024
5393,1685,414.15,01/06/2024
