transaction_id,user_id,amount,transaction_date
30570,7395,380.75,2024-06-16
30571,8468,421.72,2024-08-21
30572,6826,66.56,2024-02-25
30573,1047,50.42,2024-05-08
30574,8213,399.13,2024-07-31
30575,6364,288.74,2024-01-03
30576,3033,324.04,2024-02-27
30577,3726,418.15,2024-04-14
30578,7122,77.52,2024-06-06
30579,4022,307.11,2024-07-17
30580,4405,205.78,2024-02-13
30581,2409,414.14,2024-02-14
30582,2643,366.15,2024-01-16
30583,7886,195.65,2024-01-11
30584,8524,179.0,2024-04-19
30585,8835,205.7,2024-02-18
30586,9996,133.6,2024-09-15
30587,3500,164.57,2024-03-11
30588,4167,184.61,2024-01-02
30589,4936,85.73,2024-09-13
30590,7541,347.13,2024-06-25
30591,9794,448.21,2024-08-19
30592,4975,255.28,2024-01-28
30593,617,88.62,2024-03-18
30594,8043,77.61,2024-06-11
30595,1074,255.35,2024-06-12
30596,4049,114.53,2024-03-01
30597,3049,210.94,2024-06-21
30598,2794,455.98,2024-08-24
30599,7153,330.64,2024-04-18
30600,2451,213.47,2024-07-21
30601,2690,77.8,2024-05-06
30602,822,157.93,2024-07-13
30603,841,312.37,2024-07-24
30604,4201,381.99,2024-08-08
30605,1948,340.86,2024-09-01
30606,3236,241.71,2024-07-23
30607,7598,164.6,2024-03-18
30608,744,367.84,2024-06-23
30609,6823,267.92,2024-07-05
30610,7656,132.18,2024-01-09
30611,6573,253.98,2024-08-20
30612,8998,124.25,2024-02-26
30613,9678,348.28,2024-05-03
30614,3123,20.47,2024-01-19
30615,4110,230.61,2024-07-12
30616,1498,191.11,2024-02-26
30617,339,420.11,2024-03-28
30618,3532,218.31,2024-03-10
30619,9703,31.84,2024-03-16
30620,2378,117.09,2024-05-03
30621,2938,124.54,2024-07-30
30622,6822,492.32,2024-02-19
30623,296,70.55,2024-01-03
30624,6095,235.73,2024-01-14
30625,9635,241.01,2024-03-07
30626,8341,492.46,2024-05-31
30627,9709,349.84,2024-05-16
30628,3060,168.01,2024-01-08
30629,7532,322.33,2024-07-29
30630,5828,396.17,2024-04-01
30631,8524,12.58,2024-02-03
30632,6923,348.52,2024-09-15
30633,151,385.02,2024-03-07
30634,8904,382.72,2024-06-08
30635,592,391.56,2024-02-18
30636,5695,90.26,2024-02-01
30637,9333,394.93,2024-05-31
30638,1702,457.7,2024-09-14
30639,7300,19.37,2024-06-07
30640,2475,225.75,2024-08-06
30641,8245,98.02,2024-07-21
30642,9433,412.15,2024-05-09
30643,5012,65.52,2024-08-17
30644,5888,351.14,2024-05-18
30645,6454,105.47,2024-01-26
30646,1476,430.73,2024-09-21
30647,4021,320.19,2024-03-15
30648,3545,282.72,2024-05-01
30649,3777,149.77,2024-03-06
30650,2413,9.92,2024-08-07
30651,4123,435.42,2024-02-17
30652,2508,182.81,2024-07-27
30653,7368,113.11,2024-02-06
30654,1968,224.13,2024-02-02
30655,7920,155.82,2024-04-04
30656,8930,53.42,2024-02-12
30657,7820,291.18,2024-08-15
30658,4530,489.08,2024-03-03
30659,9612,138.05,2024-02-02
30660,4416,222.22,2024-09-22
30661,7686,14.33,2024-03-11
30662,8581,85.25,2024-06-05
30663,7157,183.3,2024-06-02
30664,4572,331.48,2024-04-29
30665,6172,102.9,2024-07-15
30666,2151,41.43,2024-04-10
30667,8712,19.49,2024-03-29
30668,7442,53.72,2024-08-23
30669,3332,356.27,2024-01-12
30670,212,293.25,2024-08-30
30671,3671,394.86,2024-07-17
30672,1185,213.46,2024-01-16
30673,8661,25.76,2024-02-12
30674,1000,115.51,2024-06-21
30675,365,345.94,2024-06-01
30676,6821,48.22,2024-02-02
30677,4812,348.48,2024-06-30
30678,4572,402.15,2024-02-29
30679,4034,457.83,2024-08-02
30680,1422,353.69,2024-04-07
30681,229,111.32,2024-05-21
30682,8106,400.05,2024-09-22
30683,1343,169.82,2024-01-03
30684,504,295.81,2024-04-14
30685,2676,347.14,2024-06-27
30686,903,388.76,2024-01-02
30687,6679,454.54,2024-04-28
30688,4531,457.52,2024-03-25
30689,858,254.7,2024-04-09
30690,8437,74.86,2024-01-30
30691,9913,311.77,2024-02-02
30692,9673,423.47,2024-04-16
30693,7780,473.86,2024-01-22
30694,2945,472.51,2024-06-01
30695,5523,324.07,2024-07-26
30696,6189,346.62,2024-01-06
30697,6653,413.75,2024-01-09
30698,5100,129.84,2024-03-11
30699,4563,250.55,2024-04-22
30700,8358,464.27,2024-03-10
30701,7789,127.24,2024-04-03
30702,448,94.72,2024-03-18
30703,29,25.25,2024-08-05
30704,843,37.27,2024-03-04
30705,2680,78.06,2024-01-14
30706,8572,60.9,2024-06-09
30707,4705,480.51,2024-09-05
30708,3762,162.21,2024-01-10
30709,7882,158.04,2024-04-18
30710,5198,254.71,2024-01-11
30711,2514,356.13,2024-07-24
30712,4985,158.45,2024-04-19
30713,7806,491.1,2024-01-23
30714,9909,418.63,2024-09-20
30715,6382,293.99,2024-08-23
30716,8210,261.4,2024-03-20
30717,4330,422.3,2024-01-11
30718,3842,186.09,2024-02-08
30719,4672,127.43,2024-05-28
30720,5270,207.01,2024-06-15
30721,5603,249.31,2024-09-21
30722,7454,201.21,2024-03-04
30723,7666,296.25,2024-05-04
30724,8520,13.49,2024-02-10
30725,3366,481.53,2024-05-22
30726,9758,453.24,2024-05-26
30727,831,226.38,2024-01-10
30728,899,274.58,2024-03-24
30729,5707,476.91,2024-04-29
30730,6580,420.9,2024-03-17
30731,2135,173.48,2024-05-22
30732,6362,87.65,2024-08-11
30733,4403,265.86,2024-07-04
30734,8989,158.93,2024-01-30
30735,4678,164.55,2024-05-15
30736,1025,390.48,2024-03-21
30737,1661,230.45,2024-07-28
30738,8725,335.99,2024-05-12
30739,7785,498.08,2024-03-30
30740,7364,406.59,2024-07-18
30741,409,308.15,2024-09-18
30742,8848,74.56,2024-02-22
30743,8646,133.09,2024-04-08
30744,7897,110.54,2024-03-20
30745,3286,301.15,2024-01-30
30746,8444,286.63,2024-02-11
30747,6219,393.25,2024-02-13
30748,5852,97.5,2024-06-10
30749,1674,490.02,2024-01-12
30750,874,154.44,2024-08-09
30751,5582,450.23,2024-03-03
30752,3343,407.98,2024-08-13
30753,6138,35.81,2024-07-17
30754,1099,326.83,2024-09-06
30755,7384,122.93,2024-04-05
30756,6752,448.17,2024-08-10
30757,4584,83.67,2024-05-08
30758,8781,24.89,2024-01-28
30759,9861,384.41,2024-09-15
30760,6199,396.32,2024-02-19
30761,1832,285.36,2024-02-14
30762,767,34.28,2024-04-21
30763,9370,35.89,2024-03-13
30764,698,174.25,2024-02-04
30765,3296,282.85,2024-06-18
30766,4712,12.71,2024-09-04
30767,253,392.37,2024-08-24
30768,6384,444.18,2024-06-06
30769,487,63.56,2024-08-28
30770,6707,125.55,2024-08-17
30771,5191,13.05,2024-04-17
30772,3398,113.17,2024-01-02
30773,1184,19.66,2024-01-13
30774,1187,240.57,2024-03-20
30775,3888,77.75,2024-02-04
30776,9302,355.9,2024-06-16
30777,5481,194.86,2024-01-14
30778,593,46.28,2024-05-09
30779,4614,354.55,2024-06-25
30780,3008,132.25,2024-02-17
30781,2603,70.52,2024-06-20
30782,1038,79.47,2024-05-20
30783,2719,52.78,2024-06-20
30784,1372,222.9,2024-09-19
30785,4865,224.71,2024-02-07
30786,8952,102.01,2024-09-02
30787,7799,77.64,2024-05-13
30788,985,192.71,2024-08-27
30789,411,311.77,2024-01-06
30790,2763,137.5,2024-04-15
30791,3642,423.62,2024-06-26
30792,4572,162.69,2024-02-24
30793,8409,345.33,2024-01-27
30794,4683,193.15,2024-04-03
30795,9711,458.87,2024-02-08
30796,3488,491.79,2024-04-27
30797,3540,215.02,2024-02-09
30798,1967,18.91,2024-03-07
30799,1701,65.0,2024-08-02
30800,5743,497.41,2024-05-05
30801,8182,170.14,2024-01-20
30802,5414,312.13,2024-03-01
30803,2342,400.57,2024-02-05
30804,509,61.35,2024-06-07
30805,677,61.19,2024-04-25
30806,9670,31.66,2024-08-24
30807,7223,380.25,2024-03-20
30808,6712,82.81,2024-09-20
30809,2325,104.91,2024-05-10
30810,4624,386.41,2024-07-11
30811,4057,259.08,2024-08-19
30812,7428,29.15,2024-06-22
30813,1824,7.33,2024-09-14
30814,8948,347.19,2024-09-20
30815,3492,262.84,2024-07-15
30816,6772,405.57,2024-08-16
30817,182,393.92,2024-05-06
30818,8747,404.02,2024-02-11
30819,3633,450.16,2024-03-30
30820,7188,146.45,2024-06-22
30821,2124,383.63,2024-05-17
30822,3074,492.03,2024-08-10
30823,8583,62.21,2024-03-10
30824,665,422.47,2024-05-31
30825,3851,262.39,2024-05-08
30826,3016,122.17,2024-02-07
30827,8362,10.85,2024-07-07
30828,8984,381.12,2024-09-12
30829,5863,69.59,2024-08-06
30830,3700,372.81,2024-04-15
30831,7341,269.56,2024-04-02
30832,4947,458.83,2024-01-20
30833,6629,106.53,2024-02-20
30834,9626,16.87,2024-01-24
30835,9924,123.28,2024-04-08
30836,6913,457.06,2024-07-27
30837,7968,275.35,2024-06-02
30838,5543,476.79,2024-01-18
30839,4886,416.25,2024-02-19
30840,2983,267.49,2024-03-06
30841,6953,169.59,2024-02-28
30842,6233,438.54,2024-03-22
30843,5745,27.03,2024-08-23
30844,1790,5.64,2024-05-07
30845,2958,399.31,2024-03-07
30846,3327,490.44,2024-01-07
30847,4540,299.15,2024-06-28
30848,893,291.29,2024-05-05
30849,877,305.19,2024-02-23
30850,2801,293.98,2024-05-28
30851,2332,119.21,2024-06-01
30852,1902,29.6,2024-02-28
30853,5917,237.16,2024-01-21
30854,5237,465.88,2024-08-28
30855,2876,121.14,2024-06-04
30856,4317,97.88,2024-05-23
30857,4020,254.72,2024-09-07
30858,91,35.04,2024-07-06
30859,7120,385.64,2024-06-29
30860,8028,84.64,2024-05-17
30861,5495,90.87,2024-07-10
30862,9418,472.04,2024-03-29
30863,8117,98.78,2024-06-01
30864,2198,331.51,2024-03-09
30865,9615,288.07,2024-07-06
30866,7519,482.94,2024-02-02
30867,6886,65.5,2024-09-09
30868,6503,150.79,2024-01-30
30869,2721,336.56,2024-01-12
30870,8425,369.1,2024-07-27
30871,4015,399.28,2024-07-30
30872,9457,162.87,2024-08-17
30873,8942,204.12,2024-08-22
30874,4381,129.13,2024-06-29
30875,7245,200.39,2024-03-31
30876,989,389.81,2024-07-19
30877,9431,99.66,2024-07-06
30878,6939,381.74,2024-08-18
30879,9155,280.12,2024-09-18
30880,2442,303.05,2024-08-27
30881,8640,187.43,2024-07-30
30882,6661,289.77,2024-06-22
30883,6835,438.98,2024-09-04
30884,9120,297.5,2024-03-17
30885,8032,316.33,2024-03-08
30886,6008,151.23,2024-07-05
30887,6489,308.39,2024-09-21
30888,8240,420.34,2024-01-13
30889,9351,380.0,2024-05-23
30890,6306,351.3,2024-07-14
30891,5728,161.22,2024-03-04
30892,2238,286.72,2024-07-01
30893,8229,375.3,2024-02-11
30894,466,452.03,2024-01-13
30895,1696,50.51,2024-09-15
30896,9720,157.23,2024-04-22
30897,1189,124.57,2024-04-30
30898,4399,263.14,2024-04-12
30899,6864,145.44,2024-08-15
30900,4221,134.72,2024-09-21
30901,1416,45.28,2024-03-17
30902,2855,56.48,2024-06-02
30903,6404,457.44,2024-04-19
30904,3411,350.22,2024-01-15
30905,4505,193.08,2024-08-17
30906,1399,249.3,2024-02-24
30907,4448,223.45,2024-08-10
30908,9346,327.38,2024-08-15
30909,3918,106.85,2024-04-19
30910,5072,268.74,2024-03-06
30911,8776,310.66,2024-04-03
30912,2773,14.28,2024-07-28
30913,4524,8.91,2024-04-28
30914,3099,30.16,2024-05-14
30915,4301,434.4,2024-04-24
30916,5280,383.32,2024-09-06
30917,3601,450.3,2024-03-01
30918,8242,67.49,2024-02-04
30919,3107,7.06,2024-01-20
30920,7211,369.03,2024-08-25
30921,1789,106.26,2024-09-22
30922,6375,266.22,2024-04-26
30923,9072,104.63,2024-01-13
30924,7678,350.53,2024-03-07
30925,1723,67.12,2024-05-27
30926,8561,328.71,2024-04-21
30927,6146,322.63,2024-01-02
30928,6421,259.01,2024-08-28
30929,414,294.6,2024-01-29
30930,5352,65.41,2024-01-16
30931,4967,371.03,2024-07-21
30932,7099,496.32,2024-04-26
30933,9789,127.51,2024-09-20
30934,6346,352.45,2024-07-29
30935,5898,217.51,2024-07-20
30936,3429,309.71,2024-05-14
30937,367,244.82,2024-07-11
30938,7895,354.51,2024-01-23
30939,9941,96.82,2024-04-15
30940,6945,64.38,2024-01-10
30941,7124,391.23,2024-02-09
30942,8768,371.33,2024-05-24
30943,4771,205.67,2024-05-06
30944,2901,318.21,2024-01-06
30945,3278,108.52,2024-01-08
30946,2793,348.93,2024-02-20
30947,8658,440.93,2024-02-10
30948,3910,66.46,2024-03-27
30949,9039,464.56,2024-01-05
30950,9891,413.35,2024-07-05
30951,339,312.21,2024-03-11
30952,718,75.9,2024-04-20
30953,7925,63.83,2024-07-17
30954,3769,279.91,2024-02-29
30955,630,309.5,2024-01-16
30956,6208,159.27,2024-01-18
30957,7159,411.39,2024-04-11
30958,3531,145.0,2024-01-29
30959,7725,462.45,2024-06-04
30960,3891,493.8,2024-05-21
30961,1020,81.07,2024-05-03
30962,6318,438.06,2024-02-15
30963,761,55.96,2024-07-12
30964,2842,64.77,2024-05-26
30965,6480,334.89,2024-09-17
30966,3816,238.02,2024-02-27
30967,2996,292.09,2024-02-06
30968,3880,312.23,2024-05-21
30969,6594,373.42,2024-06-27
30970,6778,78.8,2024-08-23
30971,4822,209.91,2024-04-07
30972,4308,254.37,2024-09-13
30973,7482,132.88,2024-08-26
30974,8971,20.04,2024-05-24
30975,4204,157.33,2024-09-08
30976,856,344.37,2024-01-18
30977,2065,257.71,2024-02-26
30978,8000,90.78,2024-06-03
30979,3755,378.36,2024-09-04
30980,4257,81.78,2024-03-23
30981,35,215.33,2024-02-09
30982,8902,356.75,2024-02-23
30983,4971,296.72,2024-07-05
30984,4130,439.74,2024-01-13
30985,5991,53.36,2024-06-30
30986,1406,390.93,2024-06-22
30987,9546,278.72,2024-05-05
30988,1821,171.79,2024-04-26
30989,1507,6.62,2024-06-12
30990,1569,313.71,2024-05-16
30991,9686,390.52,2024-04-10
30992,1782,311.3,2024-07-31
30993,891,277.86,2024-03-25
30994,9385,284.78,2024-09-16
30995,1763,73.41,2024-06-03
30996,3678,8.38,2024-03-15
30997,8223,139.69,2024-04-10
30998,1045,355.85,2024-05-09
30999,487,226.34,2024-03-20
31000,2919,452.61,2024-02-23
31001,6934,256.1,2024-09-10
31002,5715,115.34,2024-01-16
31003,3260,475.17,2024-05-07
31004,2640,100.92,2024-01-05
31005,7748,371.66,2024-02-14
31006,8676,85.08,2024-07-15
31007,7115,66.29,2024-02-01
31008,105,169.74,2024-08-07
31009,393,280.29,2024-05-15
31010,7535,339.23,2024-08-30
31011,4894,161.47,2024-01-15
31012,3033,75.23,2024-03-02
31013,3864,446.7,2024-08-07
31014,5963,309.22,2024-03-05
31015,4207,259.86,2024-09-13
31016,4361,352.57,2024-08-09
31017,9285,139.71,2024-08-25
31018,2125,133.75,2024-09-22
31019,6970,323.88,2024-05-19
31020,2804,353.26,2024-05-22
31021,2932,211.18,2024-04-20
31022,5662,155.68,2024-08-11
31023,1968,142.3,2024-01-18
31024,3361,37.77,2024-09-17
31025,2641,35.02,2024-04-06
31026,7220,264.11,2024-01-18
31027,1543,241.45,2024-02-12
31028,369,479.21,2024-06-07
31029,6283,148.81,2024-08-21
31030,1768,347.63,2024-05-11
31031,9419,442.68,2024-04-06
31032,1436,482.2,2024-06-09
31033,655,13.83,2024-02-15
31034,9946,254.78,2024-06-15
31035,7974,212.65,2024-04-08
31036,7529,414.31,2024-05-28
31037,3742,271.98,2024-02-15
31038,1929,76.58,2024-08-23
31039,7562,235.41,2024-06-20
31040,163,259.06,2024-08-19
31041,2980,120.91,2024-06-14
31042,5541,494.86,2024-06-04
31043,7313,64.49,2024-03-11
31044,4722,185.43,2024-07-19
31045,112,212.94,2024-07-07
31046,8965,331.52,2024-08-11
31047,4281,170.68,2024-02-16
31048,148,337.16,2024-06-19
31049,2994,256.86,2024-04-30
31050,9662,33.86,2024-02-19
31051,8710,498.19,2024-02-15
31052,3649,132.69,2024-06-18
31053,2062,368.7,2024-08-18
31054,9808,143.99,2024-07-10
31055,7942,110.13,2024-02-07
31056,5628,231.02,2024-05-23
31057,8912,402.15,2024-07-12
31058,3289,399.11,2024-03-21
31059,3136,135.08,2024-03-13
31060,9990,41.07,2024-06-11
31061,303,398.01,2024-08-22
31062,8115,482.8,2024-07-03
31063,7410,96.11,2024-01-15
31064,2562,288.59,2024-01-19
31065,1844,117.91,2024-03-23
31066,7562,383.37,2024-05-22
31067,8632,238.37,2024-09-13
31068,8894,284.9,2024-06-22
31069,8655,181.48,2024-06-16
31070,3817,322.3,2024-04-26
31071,7110,219.79,2024-01-29
31072,4751,25.78,2024-07-12
31073,433,299.79,2024-09-20
31074,7575,354.14,2024-09-12
31075,2042,201.76,2024-01-13
31076,6306,424.08,2024-03-22
31077,5781,264.32,2024-06-04
31078,7032,145.39,2024-01-04
31079,7843,400.77,2024-09-21
31080,6968,26.82,2024-09-06
31081,7683,374.41,2024-05-05
31082,935,5.52,2024-03-04
31083,4316,98.65,2024-05-04
31084,9848,64.12,2024-05-07
31085,1025,135.84,2024-02-12
31086,8850,149.46,2024-02-12
31087,3835,146.84,2024-04-24
31088,6541,5.26,2024-09-18
31089,6231,224.94,2024-01-27
31090,8577,345.41,2024-02-06
31091,8918,371.51,2024-05-12
31092,7392,5.29,2024-06-03
31093,5861,135.31,2024-02-07
31094,3029,443.95,2024-07-16
31095,423,235.74,2024-05-30
31096,6657,325.74,2024-08-23
31097,8546,217.47,2024-02-27
31098,4837,373.04,2024-01-07
31099,7635,415.71,2024-06-09
31100,9612,118.42,2024-03-03
31101,9771,95.71,2024-03-14
31102,3334,123.4,2024-01-22
31103,2511,270.35,2024-08-30
31104,4789,300.51,2024-07-24
31105,7496,329.72,2024-04-26
31106,7693,105.6,2024-08-24
31107,7540,360.41,2024-05-09
31108,6435,17.27,2024-09-01
31109,8253,330.03,2024-04-02
31110,2108,128.87,2024-03-12
31111,6064,156.25,2024-01-21
31112,2299,235.4,2024-03-08
31113,3968,369.36,2024-06-04
31114,3930,96.7,2024-06-07
31115,5474,326.76,2024-09-17
31116,5861,186.09,2024-01-14
31117,9000,338.33,2024-06-26
31118,2645,312.45,2024-01-26
31119,6931,166.88,2024-09-12
31120,6120,62.97,2024-06-13
31121,5780,392.45,2024-04-24
31122,4583,397.06,2024-09-21
31123,4957,403.06,2024-09-22
31124,5985,414.21,2024-04-22
31125,5182,442.87,2024-01-09
31126,9360,107.01,2024-08-20
31127,1584,51.74,2024-08-30
31128,6925,113.43,2024-05-27
31129,9421,366.17,2024-07-08
31130,9401,233.21,2024-04-10
31131,1252,16.87,2024-08-04
31132,1221,236.14,2024-02-24
31133,8653,330.83,2024-09-03
31134,6345,267.26,2024-06-24
31135,6442,199.9,2024-07-22
31136,6922,221.08,2024-06-05
31137,9306,465.05,2024-07-13
31138,2208,395.12,2024-07-01
31139,9256,95.48,2024-08-26
31140,8814,411.55,2024-01-15
31141,1712,383.21,2024-05-23
31142,2137,101.45,2024-07-29
31143,4644,50.8,2024-06-20
31144,3599,111.11,2024-06-30
31145,1016,153.8,2024-03-03
31146,7424,239.82,2024-07-01
31147,9811,434.95,2024-05-20
31148,9771,363.43,2024-03-31
31149,8432,368.68,2024-06-11
31150,3167,206.53,2024-08-01
31151,1516,221.77,2024-05-12
31152,4761,294.09,2024-06-27
31153,6804,259.82,2024-01-13
31154,619,259.17,2024-07-16
31155,8628,474.23,2024-04-24
31156,3254,466.06,2024-05-12
31157,4419,83.9,2024-05-06
31158,8401,421.71,2024-01-07
31159,8352,390.82,2024-05-29
31160,5329,297.22,2024-04-21
31161,2268,74.12,2024-01-10
31162,2694,404.05,2024-03-27
31163,9062,329.95,2024-07-18
31164,9060,237.26,2024-01-21
31165,411,172.92,2024-04-30
31166,6011,405.55,2024-06-09
31167,2543,104.91,2024-06-08
31168,4902,189.04,2024-01-19
31169,4537,379.49,2024-07-14
31170,3945,59.29,2024-07-01
31171,6876,207.03,2024-09-13
31172,957,109.84,2024-08-24
31173,5593,224.46,2024-05-03
31174,7256,104.56,2024-01-19
31175,6628,182.71,2024-02-02
31176,7160,373.94,2024-08-10
31177,2315,221.19,2024-05-15
31178,2333,377.57,2024-06-06
31179,1714,246.26,2024-08-18
31180,830,412.5,2024-01-28
31181,643,160.17,2024-01-07
31182,7711,281.98,2024-03-23
31183,368,118.91,2024-04-22
31184,4843,241.06,2024-08-28
31185,2560,84.26,2024-05-17
31186,313,49.98,2024-09-02
31187,8746,210.37,2024-09-13
31188,2023,325.15,2024-01-10
31189,2135,171.02,2024-09-12
31190,1147,450.91,2024-01-04
31191,8515,288.25,2024-05-30
31192,5639,15.7,2024-03-23
31193,5446,409.57,2024-07-17
31194,4436,164.99,2024-04-10
31195,2943,428.0,2024-04-19
31196,5061,142.48,2024-09-22
31197,1568,198.18,2024-01-26
31198,9250,151.45,2024-09-11
31199,6111,375.02,2024-08-22
31200,7004,241.28,2024-05-24
31201,2537,59.87,2024-04-26
31202,5414,110.04,2024-07-06
31203,9470,106.59,2024-09-19
31204,8536,391.64,2024-05-18
31205,7624,109.78,2024-03-03
31206,9810,27.16,2024-08-08
31207,8649,324.23,2024-01-29
31208,7182,294.19,2024-02-05
31209,253,36.94,2024-02-16
31210,5138,426.88,2024-07-02
31211,3396,77.47,2024-02-18
31212,7445,115.92,2024-09-14
31213,5724,406.37,2024-04-18
31214,8461,230.03,2024-07-06
31215,6648,192.42,2024-03-05
31216,8612,48.54,2024-01-31
31217,4575,194.05,2024-02-20
31218,1530,89.58,2024-06-11
31219,5483,187.94,2024-04-22
31220,1385,475.79,2024-04-22
31221,5029,104.38,2024-06-01
31222,6060,150.29,2024-09-21
31223,8526,269.31,2024-08-21
31224,7071,82.87,2024-01-29
31225,2051,399.09,2024-06-10
31226,9477,403.14,2024-05-07
31227,3272,334.49,2024-09-16
31228,2035,303.25,2024-05-21
31229,5651,397.34,2024-01-14
31230,7167,66.29,2024-08-04
31231,2664,130.04,2024-03-01
31232,7857,399.19,2024-08-07
31233,2908,220.41,2024-06-25
31234,8012,272.78,2024-07-01
31235,6799,339.91,2024-08-11
31236,2923,118.2,2024-02-08
31237,6646,147.52,2024-07-02
31238,9430,330.4,2024-07-20
31239,8714,44.21,2024-05-14
31240,3586,37.93,2024-07-13
31241,2861,149.41,2024-06-05
31242,5870,123.1,2024-07-18
31243,611,356.65,2024-01-20
31244,4517,60.17,2024-02-03
31245,2166,107.57,2024-04-14
31246,5960,185.86,2024-09-14
31247,6638,81.94,2024-02-10
31248,5522,212.37,2024-01-23
31249,8090,395.57,2024-05-25
31250,335,181.06,2024-06-10
31251,3130,403.8,2024-03-14
31252,8734,275.59,2024-07-26
31253,1993,222.6,2024-08-18
31254,9326,234.8,2024-05-13
31255,298,400.62,2024-05-13
31256,554,322.91,2024-08-29
31257,8190,154.23,2024-08-16
31258,9758,480.6,2024-06-27
31259,9249,50.34,2024-01-04
31260,6598,240.75,2024-07-30
31261,6138,333.99,2024-04-25
31262,5918,13.37,2024-04-06
31263,363,315.75,2024-01-27
31264,872,190.47,2024-08-09
31265,7741,425.55,2024-03-13
31266,7377,101.04,2024-03-30
31267,3000,157.85,2024-06-17
31268,9839,447.96,2024-05-13
31269,3255,431.75,2024-01-28
31270,1859,159.73,2024-07-19
31271,7387,406.06,2024-04-14
31272,3311,146.21,2024-06-12
31273,927,78.57,2024-07-04
31274,249,190.96,2024-05-02
31275,7573,6.16,2024-01-27
31276,4208,167.66,2024-05-18
31277,3280,169.62,2024-02-08
31278,1746,276.46,2024-02-07
31279,3949,195.98,2024-07-04
31280,5522,424.82,2024-01-16
31281,1226,289.37,2024-06-02
31282,9540,372.68,2024-03-03
31283,8043,320.12,2024-07-23
31284,116,256.75,2024-03-25
31285,1617,36.13,2024-02-28
31286,2622,369.86,2024-01-24
31287,9880,169.3,2024-04-16
31288,2348,70.57,2024-08-13
31289,4856,176.61,2024-07-11
31290,687,90.55,2024-08-15
31291,9012,48.31,2024-09-02
31292,1878,101.99,2024-07-01
31293,5185,103.86,2024-02-22
31294,7207,448.53,2024-04-07
31295,2135,377.64,2024-03-24
31296,5246,477.24,2024-01-22
31297,8640,419.63,2024-07-22
31298,1015,226.06,2024-09-08
31299,5654,207.02,2024-01-22
31300,8081,302.8,2024-03-07
31301,9225,219.18,2024-05-31
31302,1723,109.33,2024-03-21
31303,9268,48.47,2024-05-01
31304,8629,94.82,2024-04-25
31305,8719,198.64,2024-03-18
31306,7756,201.97,2024-03-28
31307,8149,330.84,2024-06-23
31308,5966,172.8,2024-08-05
31309,2070,374.06,2024-03-05
31310,7664,172.69,2024-03-18
31311,6857,145.51,2024-02-12
31312,5274,157.22,2024-03-13
31313,9497,34.26,2024-01-05
31314,4937,388.63,2024-01-12
31315,3413,344.57,2024-03-01
31316,4321,335.53,2024-08-25
31317,4249,68.22,2024-05-22
31318,2703,234.43,2024-07-09
31319,3012,11.17,2024-03-28
31320,9286,115.68,2024-01-07
31321,334,16.63,2024-04-28
31322,8382,414.21,2024-02-01
31323,4365,341.21,2024-07-01
31324,9961,169.44,2024-02-17
31325,4153,229.91,2024-04-16
31326,1928,24.54,2024-09-03
31327,1166,371.49,2024-04-23
31328,9649,492.01,2024-01-29
31329,8559,470.87,2024-01-03
31330,4181,483.45,2024-01-22
31331,1303,412.26,2024-02-17
31332,261,6.02,2024-09-15
31333,2607,36.22,2024-01-13
31334,3286,473.36,2024-08-31
31335,3049,76.7,2024-02-14
31336,7854,107.23,2024-05-26
31337,5501,362.13,2024-01-22
31338,4145,136.84,2024-07-08
31339,7650,12.37,2024-08-21
31340,6631,234.49,2024-07-06
31341,1278,444.64,2024-02-29
31342,1958,385.66,2024-07-06
31343,2470,6.96,2024-01-06
31344,1418,350.15,2024-05-22
31345,6359,198.87,2024-05-10
31346,2569,186.31,2024-02-27
31347,5952,490.57,2024-06-02
31348,713,144.04,2024-05-26
31349,9364,170.37,2024-08-17
31350,2682,446.25,2024-01-28
31351,8587,29.82,2024-05-08
31352,527,154.6,2024-09-18
31353,715,443.02,2024-07-10
31354,5725,124.27,2024-05-09
31355,4487,445.99,2024-03-20
31356,5610,301.83,2024-08-08
31357,7770,99.31,2024-07-27
31358,9371,490.79,2024-03-08
31359,7280,276.9,2024-07-22
31360,4171,339.39,2024-02-27
31361,4035,363.32,2024-03-14
31362,69,22.73,2024-07-17
31363,5531,324.9,2024-02-24
31364,2389,373.16,2024-07-25
31365,21,239.67,2024-01-06
31366,1144,122.76,2024-02-09
31367,2315,235.24,2024-03-08
31368,5753,28.26,2024-02-01
31369,3382,129.02,2024-08-22
31370,4131,153.87,2024-05-22
31371,3169,423.5,2024-08-02
31372,3648,329.87,2024-07-23
31373,3097,212.02,2024-01-14
31374,8119,311.81,2024-01-06
31375,1196,380.86,2024-06-02
31376,4022,22.83,2024-07-09
31377,7634,389.96,2024-07-25
31378,5335,222.11,2024-06-06
31379,7355,239.79,2024-01-21
31380,2578,276.95,2024-03-25
31381,5941,211.69,2024-02-17
31382,7057,28.4,2024-08-01
31383,9365,194.82,2024-07-02
31384,145,480.84,2024-05-11
31385,2678,61.31,2024-04-06
31386,9021,363.62,2024-04-14
31387,8147,330.77,2024-06-25
31388,8709,290.09,2024-03-18
31389,7101,472.39,2024-01-23
31390,4256,391.2,2024-03-05
31391,2859,176.89,2024-01-29
31392,7294,197.11,2024-06-24
31393,4206,415.68,2024-07-27
31394,2558,212.12,2024-02-19
31395,9352,98.6,2024-06-15
31396,8720,109.0,2024-06-05
